peptide_sequence_id	uniprot_id
37939	Q14568
41759	O15143
56036	Q6UVY6
35639	Q14894
39336	O15523
50799	P01042
48969	A0A0B4J1X5
33382	Q12996
4361	Q6UB98
40958	P35219
3762	P04350
10639	Q9ULV3
35089	Q07065
48835	P08648
16016	P25325
57512	P61163
12948	P30484
24570	Q9P2R7
56896	P68104
19769	P08727
8508	Q15776
41502	Q8WVX9
41997	Q8N5H7
57879	P02741
9827	P29590
21506	P35318
24699	P0DJ07
51040	P02768
46216	P16189
5569	P17483
8690	P17844
35512	Q99798
13090	Q7L2H7
11409	Q9UBC5
10209	P60228
53173	Q16853
50166	P12236
8270	P61204
8231	P09601
63303	P62277
60740	P46940
58124	P02741
41948	Q9Y2D5
49420	Q8NHS3
9787	P18462
43829	Q14914
61018	A8K7I4
38271	Q9NSY1
3094	P63241
45029	Q86W92
12454	P00488
57205	P0C0S5
8078	Q9Y286
53698	Q8N5H7
27490	P51692
17061	P07437
30337	Q9NVK5
42459	Q92688
38425	Q13838
10919	Q15717
30513	Q14980
23588	Q9BYX7
41057	Q96LJ7
5720	P54725
43892	Q9NUG4
7877	Q9H9C1
58529	P09848
47406	Q16621
13534	Q13435
1905	P62906
64040	Q8WWZ8
31725	Q9NZR1
43178	P51858
42486	Q96TA2
2923	A5YKK6
11876	P12110
41885	P50452
13544	P00488
22944	P04259
42501	P17213
50045	P16871
26362	P18463
53882	P27105
6262	P14207
34710	P62745
52787	P27338
8436	P52756
25245	Q9BTZ2
58431	P23467
31028	Q14392
6411	Q13885
59063	Q13423
21985	P04114
27403	Q96CP6
26912	Q13136
54173	Q9NNX6
13503	P14618
42042	P16188
49209	Q99714
45927	P08579
47057	Q8IWZ6
21144	P0DJI8
64061	Q13510
31922	Q02809
37026	Q09666
25688	P14174
15682	Q5VYX0
21601	P56199
9138	Q99961
63183	P58400
35517	Q96AC1
62290	P35241
47388	Q9BTT0
53660	P60709
10748	P24752
6162	P33993
42017	Q15154
12147	Q9Y2D4
11367	Q16854
45286	P15036
445	P30484
15110	P35606
14071	Q8TD16
29398	Q9NZU5
8428	P01912
48713	Q95365
15269	P35749
52646	O75204
58219	P0DP25
42252	Q13418
7133	Q9UBV2
19354	O75843
6497	P04792
42909	Q96HT8
4753	Q15149
54286	P11215
33113	P53597
27564	Q9NTI5
3752	Q8TEB9
22562	O94906
58600	P68363
14009	P53814
34303	P11215
60696	P07737
40547	Q8WYA6
5178	Q969T9
50481	P53618
24243	Q9BXW9
30356	P0DMV8
36633	Q5FWF5
13659	P68104
7386	Q9UQL6
23447	P13747
43972	Q9Y2A7
28217	Q99735
8476	P22492
19705	Q9BV36
46696	Q9NWA0
8018	Q96RY5
541	P22415
56428	P30043
41914	Q9Y2W1
8502	Q6DN90
7898	P78314
11340	O00329
3452	P18463
16284	Q9Y2H6
38945	O15294
49026	P30153
19297	Q9NZ94
33014	Q9P2K2
57123	Q99878
47033	O94967
25410	Q08431
7883	Q9NTJ5
5961	Q96CN4
3741	Q96IP4
2302	P46063
2172	O95340
25143	Q13885
4115	P14543
44382	P14780
62842	P53675
48194	Q9UQ88
31433	Q07954
62762	P30462
1187	Q9H3K2
22966	Q6P3W7
36041	Q8IVT2
28489	Q5JY77
15992	P36269
37782	Q8IY63
23944	P62424
49089	Q6L8Q7
830	A5A3E0
59866	P60709
35415	Q5T8P6
28392	Q8WVP7
37426	Q96QK1
12297	Q9Y5V3
63727	Q9Y6C2
38336	Q12905
19571	P35580
48823	O94898
548	P16144
6588	Q68EA5
47863	P19838
22710	O95402
25805	P08263
16842	Q14624
54912	Q7Z5L7
47080	Q8IWV8
6963	Q92526
44203	P24844
24309	P15559
44094	P28066
37747	O95391
18540	P40306
26782	P21675
7247	Q5BJD5
47481	P62273
54667	Q14517
57422	P62244
6588	Q8TA94
57845	P04004
24758	A6NHL2
37545	P26640
9361	O14544
2228	P58876
33651	P06239
24149	Q14593
12660	P29350
2733	P08670
60808	P30484
59436	P02649
49307	P02751
20588	Q13507
3124	Q6NZY4
7993	O60830
23595	Q02108
63634	P30475
17398	P01111
58824	P10643
63430	P23528
30587	Q06124
29657	A2RRD8
47417	Q92851
3595	Q8WUG5
24819	Q9Y5J1
13507	P69849
50068	Q12805
62025	Q562R1
2969	P02774
15949	Q99627
4232	P62854
6083	Q8WWY3
41403	Q5JUW0
17087	A6NNZ2
59977	Q6PCB0
35503	Q02928
44595	P05386
54748	P43235
12603	Q9Y6W5
50103	Q9UDW1
22096	Q9BXL7
43544	Q9BYJ4
20499	Q7Z2W4
35559	O00159
13924	P62140
55965	P0C0S8
32127	Q7RTV2
61867	Q5VTE0
43534	Q7Z3V4
41198	Q96DT5
42349	Q6J4K2
52267	O43157
1661	Q12965
1479	P13637
28909	P02511
45336	P12270
25739	Q04637
29420	Q16666
7184	O14578
9094	Q9UJC5
37594	Q9Y490
45858	Q03001
43281	Q9BTL4
48986	P05534
45109	O60739
11632	A6NHR9
56799	P00736
7417	Q9NQ66
25547	P68371
16508	P17516
49517	Q96FN4
62480	Q08174
30971	Q8IZ83
15001	P45844
3392	O95477
12865	P08670
27488	Q16881
30450	Q86YH6
61757	O00764
62343	P30456
48665	P30447
36621	Q96G21
22133	P35251
27086	Q9H3P7
47381	P16671
54397	P08238
22472	Q14152
11994	Q9NXF1
38211	P52848
61005	Q16853
39756	Q86XE0
33612	Q8NFW8
39751	Q14240
37693	Q5TC82
18432	Q96AE7
8286	P60709
18266	O60673
58350	Q9H0U4
16287	O43847
33952	B7ZW38
5769	Q99541
15742	Q9NP85
2460	P14902
1191	P17661
51763	P02452
16910	Q9Y241
59412	Q12765
12766	Q99496
5567	P02679
31070	P62136
47044	O75955
4521	Q7Z449
36661	Q6P2E9
18334	P19793
48710	P0DMV8
2358	O00141
55482	P33908
41896	P04275
36151	Q9BZZ2
26879	Q6ZS81
25835	Q13454
56381	Q02985
4440	P33176
3195	Q96F24
49792	Q58FF7
24004	Q8NI27
48830	O95436
284	Q5JPE7
53562	P63267
6709	P32298
58519	P08246
37088	Q8TCF1
21739	P0C0S8
43939	Q16772
23675	Q96HI0
8718	Q460N5
23844	O15371
9918	P62861
25601	P53816
4014	P04222
17437	Q9UQ35
54549	Q9BTM1
35549	Q6IS14
1310	Q96MK2
26034	O00154
4355	O00763
55484	O00421
26032	Q13206
28366	P47898
6058	P12110
39441	P21359
10404	Q16678
4301	Q9H270
37294	Q9C040
16899	P02656
23509	P35606
23756	Q16760
17810	P02647
6280	Q9H0D6
24841	P57053
6994	Q8NEZ4
23418	P14060
61368	P13796
40424	Q8WY21
31814	Q58FF6
15323	A2RRL7
60418	O60551
13557	P63261
19993	Q96CF2
49106	P01031
17488	P63261
19927	P61769
50562	Q9Y6R7
16149	O95197
62131	P22897
12890	P02743
42566	Q8NG31
30942	Q86UA6
11258	P16401
57355	P30501
12835	Q8IXR5
16867	P55157
6667	P50914
22602	P11586
8314	P30479
29942	Q93077
26561	Q13315
37625	P30040
57362	P13796
25806	Q13621
57662	Q15365
27601	Q8WZ60
47870	Q9HBL0
62571	P30466
35527	Q86XP1
42414	P78385
32590	Q9H1A4
16915	P33121
59343	Q99758
27201	P20701
56250	P08861
28007	Q9HC24
22728	Q13315
38447	Q9UKX2
52096	P84243
8203	O75448
933	Q9Y4W2
52092	Q71DI3
34630	Q15365
16526	Q9NPH3
58500	P09681
2232	P30492
16884	Q13576
57860	P07195
18343	Q99829
46771	O00186
38839	C9J798
3709	P35222
25790	Q5VT06
12965	P52306
40797	Q8TDI0
17583	Q71U36
2621	Q9UDY2
40869	Q14185
19339	P06239
43795	Q15327
36830	P05538
34025	Q5JTV8
61057	Q00610
8360	Q9UL46
20868	Q6VEQ5
61103	P0DOX2
25667	Q9UKX2
9825	Q09160
18483	Q8IVF7
22367	Q6IA17
49803	O43556
9180	Q8TEA7
42598	P20248
16102	Q9UJ70
60350	P58335
28075	Q8IZU2
49042	P01024
36960	Q16619
44004	Q13285
62696	P10314
59847	Q9Y281
23414	P51689
1984	P20719
46146	Q8N884
29749	Q7Z7L7
42697	Q9H2K8
42093	Q96F81
62932	P06681
53105	O14672
35394	P55786
31321	Q6P589
57069	Q16695
13223	P27816
12007	P55160
39837	P04181
45211	P15260
9696	P33778
34034	P41002
30973	Q96HT8
17053	Q9UPN3
17966	A6NP11
16700	Q9Y4F1
7965	Q9Y5E2
12972	Q6QNY0
19909	P50851
3872	Q96MM6
46386	P62834
2781	P12109
40458	Q5VU43
50751	P00738
57075	P0C0S8
6758	Q5VTE0
36110	O60784
3924	Q86YH2
20459	P0DOY3
59750	Q9Y6D5
9697	P05067
51254	Q16363
19775	Q15019
5433	P62987
44798	P34931
39496	P35221
63233	P50502
14658	O15439
57715	P04114
31251	Q13237
18056	P01266
59716	P63261
56623	P14618
63379	P06681
47123	Q8WU39
3565	P15559
19539	Q9BRR8
3204	Q6PJG6
9623	O60688
6405	P62854
35771	A8MXV4
23024	O43913
8508	Q6PDB4
17941	P52179
61051	P63267
28540	Q9UGI0
62039	P00488
4925	Q96FS4
38312	P60842
9683	Q16581
49940	P62241
44824	Q9H583
55169	Q06830
44042	P68871
53398	P02741
10284	O00299
24114	Q71U36
51308	P35268
1205	P60201
31541	Q8IWY8
31897	P49721
1288	Q14155
55427	Q31612
2855	Q9HCS7
42008	P08670
36711	P06400
13973	P48444
51193	P22392
23328	P25054
21271	Q29940
56975	Q9H0C2
23650	Q5U5R9
445	P30510
27066	Q9HAU5
17332	Q8TF42
47736	Q14204
12027	Q7L576
12523	P13645
162	Q6ZUJ8
27591	Q8IUE6
30669	P78347
26223	P10319
46009	Q12798
5042	O94830
11771	P35232
10252	P30511
49401	O60664
46024	Q8TC44
57209	Q9Y619
21789	O00159
12564	P17301
30793	O60812
20022	Q15746
39977	P05388
46968	O75157
28821	O60333
4144	Q13263
48115	Q96C10
25975	Q13748
64055	O43795
50216	P69905
38710	Q63ZY3
48711	Q8NC44
60504	P62820
46172	Q8WXH0
22295	Q9H3M7
16704	P30490
16240	Q9Y6J0
5491	P17661
46681	O43813
47165	Q9NTJ3
18755	Q8NI35
23887	Q99877
45161	O15342
12134	Q93063
55653	Q96QV6
32093	Q9BZZ2
1390	Q8IUQ4
38737	Q69YN4
60501	P24752
55768	O15031
56495	P13796
38163	P07359
63702	P25705
46875	Q15392
46573	Q99973
11666	Q86UE8
58245	P00450
54625	O00560
62687	Q08174
57953	P06396
6588	A8MQ14
47919	Q96T37
62286	P04114
46988	Q8WX93
27722	Q9UMY1
13787	O60749
43654	Q15149
31465	O75886
2459	Q8WXH0
2201	Q8WXG6
61176	P12235
56286	P48645
54267	P02774
7377	P21462
4331	Q05682
26307	Q9Y2H5
15028	P08183
3874	Q92797
10118	Q96RL7
60147	P07355
9415	A6NHR9
20464	Q96S52
5352	P63267
54205	P10412
15549	O60658
40435	P08727
50262	P16284
17642	P0DMV9
5708	Q6S8J3
48168	P34931
45731	P78347
12843	P78371
3452	P30459
12489	O95807
49760	P21926
55293	P19652
9843	P04233
48404	P01023
264	Q7Z7G8
37082	P30462
26401	Q8NDB6
15886	Q9H4G0
35435	Q5VT52
29457	O94973
10663	P26572
41999	Q13813
2577	A0A087WSZ0
23028	Q8TD47
8024	P78527
40766	Q8WV24
25780	Q13619
62940	P02763
53562	P62736
35090	Q9Y490
58334	Q9BVA1
63458	Q92896
31183	Q9UL17
12781	Q8NF50
5394	Q0VGL1
5789	P62736
44202	P42224
18844	Q9C0D3
15200	P78527
10712	Q9UQ16
52091	P05109
21551	Q9Y243
41132	Q8WZ42
43649	Q92841
49754	Q9BPW8
2780	P04114
40020	Q86UV5
7545	P30455
12040	P10643
62316	Q29865
51504	P23467
21606	Q9UQB8
46242	Q5H8A4
46754	Q7L2E3
9849	P48556
62292	P30461
22884	Q6ZN66
33768	P10243
9825	P30488
8448	O75840
14286	P55010
8335	Q96NL6
10679	P36959
27837	P56945
49790	P00738
13823	P22087
31177	Q92547
16042	Q99541
37024	P10632
31155	Q16621
19503	Q7L5N1
25706	Q9NVC6
24298	P45844
3088	O60488
54750	Q9NR56
35837	Q9BXM0
5690	P46940
28820	P55085
44102	O96005
60415	P69905
61602	P27144
4072	P54868
59872	P63261
36416	Q9H8H2
30494	P51784
54913	P0DJD9
1874	P50440
1132	O15498
33658	Q4LE39
27293	Q7Z6Z7
42713	Q969P6
27178	P22102
48801	P84243
34617	Q5SY16
41848	Q29963
15000	P16066
57414	P61163
57224	P33121
56779	P06280
63275	Q6NZI2
62644	P30048
32858	P29401
29411	Q9H2P9
41874	Q9GZN1
40423	Q01118
50586	Q6FI13
50139	P15954
39742	Q6DRA6
19645	P18507
942	P43246
15664	P23527
14438	O60488
10252	Q29963
34528	Q9H2Y7
2506	P01871
31307	Q92608
19736	Q71DI3
24333	P04406
22917	P30838
29363	Q9H2P0
59892	O14773
32895	P01903
55600	O00468
27390	Q99439
20988	P29323
10948	P17787
41867	P61158
57722	Q9H0V1
44415	Q3ZCM7
34233	Q96PU8
2815	Q9P0V9
63671	P40939
32374	P06729
45751	O60678
20473	P20701
31499	Q63HN8
54526	P04406
15590	Q8WW59
49867	P28906
26406	P33176
48666	P04439
63936	P30488
53499	P61247
48293	Q8TBC3
62733	P69905
3485	Q13885
8508	P16415
24076	P0DP03
45411	Q5TA45
1212	Q9H3M7
52864	P18428
27541	P35998
9696	P06899
8037	Q9BPZ7
39088	P62826
11957	P11717
40315	Q92802
53156	P31327
22340	P42858
29784	Q8NA42
26578	P53990
30601	O60318
47354	Q86V81
45878	Q03013
32998	Q12769
7492	P08240
56261	O14558
53427	P21333
3806	P04259
48429	P01782
34005	Q8IZQ1
3327	P23219
34133	Q15011
28066	Q9Y2D5
63390	P06681
47526	O95239
42544	P35579
56517	P05546
35112	Q4KMQ2
3843	P20273
15746	Q9Y5K6
5350	Q7L5N1
24208	Q3KP31
38132	O95271
5899	O75110
57830	P02741
10139	P02042
25300	P19823
37988	Q13275
33274	A2RUS2
41724	Q9BX79
40789	Q96PP9
989	P30460
43463	Q86UP2
9184	P04156
7419	Q9H3S5
22632	Q9Y426
23188	Q9Y689
6187	Q8WVZ9
34696	P68371
62287	P01903
40050	Q71DI3
40050	P84243
64096	P68363
24399	Q8NHG7
501	Q562R1
51500	P07101
55067	P63267
62317	P30460
888	Q96KR1
8508	Q96NJ6
21486	Q15738
55091	Q9UGK3
33413	O43823
8459	P19320
28473	A0FGR8
56927	P28072
17043	Q9P032
38133	Q96S59
17221	Q13885
6359	Q9BYX7
44476	P31751
19663	Q8WXG9
46044	P47897
8508	P17029
57009	Q92890
3755	Q6PEY2
3663	Q9HCG8
29732	P30480
15433	Q9Y2Z0
44328	P60842
27442	Q709C8
40627	P62736
1291	Q9UPU7
45074	O15519
25770	Q93073
44762	P30480
564	Q14203
26633	Q96HU1
52708	P10620
63282	P61353
33388	Q9C0D3
21860	P22897
5740	P05388
35211	Q7Z794
41536	Q9C0K1
47361	P57076
48154	Q01082
35464	Q13454
55473	Q8IV08
13162	P26038
4266	P09327
55616	P36955
33543	Q7Z3T8
38596	Q9UPR0
33	P05161
51231	Q93099
38869	Q71DI3
4620	P50591
15879	P23246
36204	P43699
9801	Q14697
15962	Q9P265
58099	P02741
39482	O75478
22767	Q9NPG4
34640	Q9Y2Q0
14594	Q9Y2T3
33405	O00482
51365	P62910
44659	Q8IY37
56838	P11137
22169	Q5THJ4
25097	Q92766
43471	Q9Y3S1
34907	Q9UHD4
38674	Q6UVY6
25094	Q9ULL4
44682	Q92945
39986	P43403
27295	Q14669
2818	P30450
32567	Q8IY37
51952	Q9H0C2
63728	P02675
15507	Q96B67
63793	P30491
2314	Q31610
58335	P02649
1722	Q92900
13044	Q9Y2D2
53692	O00625
57371	P30456
46216	P18465
99	Q15006
55987	P09871
35143	Q9Y3C8
17141	Q92777
29660	Q13496
53813	P01009
37846	P40855
5789	P63261
23354	Q9UPY6
1774	P60709
61987	P00326
51498	P42702
31608	O14929
50841	Q92187
32913	Q9NY15
22526	Q96CN4
14133	P00739
11896	Q9H307
23651	Q86T65
33335	Q93077
31947	P12236
23174	P78527
26174	P42226
56871	P30460
44825	P21399
49726	P04114
6182	P35869
41565	Q86YB7
56993	P0DOX8
13148	Q9H0K1
36101	Q02218
15543	Q96DM3
50674	Q29865
33033	Q9H251
44762	P01892
32669	Q9UH99
30667	P28370
62404	P13747
60244	P62805
23891	P79483
54036	P10619
11430	Q10588
63793	P10319
23361	P04632
35232	Q14566
6021	P16109
42747	P04908
28979	Q04864
3714	O75787
29657	O15090
58371	P12236
41551	Q15466
45743	P04075
21060	Q629K1
20324	Q14511
32244	P46782
56701	P13671
12674	P47756
19149	Q5T6J7
42726	P32969
33580	Q9NYC9
48857	A0A0C4DH42
23215	P12882
56137	P01009
9508	P22459
3053	O14646
10326	Q13107
51843	P04114
57638	Q9H7C9
37558	Q14146
62429	P33151
11446	O60315
11583	Q96Q42
4467	P0CG38
15801	P31321
4928	O60673
51870	P01861
5096	P02656
23739	Q9BYX7
1980	P62318
12667	P61221
50752	P06733
8508	P17097
60808	P10316
18599	Q07065
24839	P05538
36603	P02751
40183	Q8TD16
57124	P16104
22720	Q8WUA4
50674	P30508
45056	O95976
25043	Q16549
3252	P67775
5095	P52597
62180	O14880
26127	Q9UFF9
61524	P00558
62013	P07900
32460	Q6UXN9
10625	Q8N5H7
8460	Q9NWB1
29448	P23588
21338	P17980
59432	P62495
3222	P78527
29930	Q86UB9
52976	Q07000
2066	P98175
28623	Q07889
57975	P61970
24290	Q9Y485
36366	O95164
40914	P62491
11336	Q8NF91
27677	Q9H497
35350	Q9Y5S2
55888	P04066
9868	Q15005
45248	P05091
5577	Q9UBM7
40139	Q9NVW2
38011	Q9Y2D8
60808	P30453
52244	P01023
47615	Q7Z3Y9
17762	Q9UI26
4797	Q96JH7
26203	Q5HYW3
57131	P01034
55663	P0CG29
21193	Q86UU5
50098	O00754
23735	P48357
34955	Q9BV73
312	P23229
24057	Q6UWL2
44815	O95219
9387	P13639
5056	P62249
29732	P04222
7459	P06744
38990	Q9H147
53222	Q5SRI9
33826	Q9H4B7
17899	P01266
3797	Q04637
41286	B7ZAQ6
21202	Q6NY19
24304	Q9Y5V3
29714	Q9NRQ2
15966	O15374
28586	Q9NZN4
38707	Q7Z6B0
32141	P00451
20912	P07437
59700	P12544
20229	P09884
43758	Q05823
22242	P35908
10582	O95758
44507	P18465
7475	P84157
14227	Q9Y618
26341	Q9P265
45752	P53621
12339	Q99613
37796	P43686
2821	P54105
13967	Q14258
62926	P06681
48196	Q8IY95
49685	Q9H3G5
12681	O14678
31262	Q9BVK2
2237	P0CG39
44626	P60709
49313	Q9BQE3
49710	Q5VTE0
23638	P17661
8043	Q86X52
3452	P30492
12330	O15372
43938	P41567
13983	Q92503
11569	Q96PY5
19678	Q00577
17188	P33992
63281	P12111
58555	Q9NPR2
37178	Q10471
38325	P16455
32071	Q7Z4W1
33953	P12931
49542	P04233
9295	P50548
1832	P56381
1712	P15153
34963	Q5T8I3
18770	Q8TEQ6
11136	Q4ZIN3
53800	P26572
33159	Q8IVL0
3258	Q12824
19872	Q9UBW5
63745	P20036
61089	P24394
57052	Q6FI13
64192	Q4ZHG4
48673	Q29865
8314	Q29963
43234	Q9Y2G9
32661	P18846
47708	Q13671
37215	P33552
40187	O75251
24445	P49368
53510	P27635
48333	P07585
39908	Q9Y2P8
12069	Q63ZY3
50063	P08253
43054	P63241
31573	P04908
33141	Q9NVR0
9049	P60510
11637	Q6FI13
16664	O95479
38670	Q99460
51142	P69905
42249	Q15386
22626	Q9H2P0
12685	Q5VUJ6
565	Q14444
50602	Q07020
37022	Q6WRI0
40563	Q9UKV3
3755	Q71U36
23590	Q9NWQ9
20217	Q8IVT2
8508	Q9ULM2
37346	Q6P3W6
44257	P46013
3598	Q9NXG2
29750	Q71U36
14042	Q12888
26230	P41162
483	P63261
49045	P0DOX5
23803	P12235
25335	Q9H0U9
17434	P61981
44111	Q9HCL2
51644	P01024
27859	P09913
33899	Q6NUI2
48527	P07148
44486	Q9Y6Y0
49978	P08758
36504	Q5S007
37231	Q09019
13811	P83876
12670	Q12768
18605	O60502
27655	Q9Y3L3
6713	Q13523
35885	P78509
36739	O15372
35757	Q12951
16427	P49755
27895	Q15629
12317	Q8IVD9
58451	P16671
5735	Q9ULP0
60621	Q9P1F3
43938	O60739
3317	Q93074
10231	Q562E7
59128	P10619
51919	Q8N5G0
38570	P30085
51013	P28702
39276	O94885
48759	A0A0C4DH32
60527	P0DOX8
29912	P98082
19690	Q12846
63420	P17213
49284	Q9BQE3
4242	Q93052
57168	P05154
936	P39656
57525	P30457
29238	Q6XQN6
57569	P01889
36466	O15523
1316	Q7L1Q6
36616	O95810
46060	Q5VZL5
16525	Q96PP8
58400	Q9H0C2
60220	P02763
26878	O14976
5782	P30281
666	Q9UMY1
39790	P25774
8708	Q7Z4G4
50918	P69905
25322	Q7Z4H8
21484	Q9HBL0
21693	Q12756
8556	Q8IYB3
59271	P22695
36155	Q96AY4
20177	Q5JSH3
24728	P04844
45840	O43236
50472	P04114
8001	O15294
3350	P01009
5461	P49588
59833	P19823
41388	P31350
9473	P04114
41989	P49588
5636	P05108
8314	P10316
13990	P17480
47293	Q99879
26737	Q9BWU0
6547	P35637
20653	Q9GZR7
8788	Q9BXI6
55887	Q96PZ7
23882	Q99615
3153	P19823
10512	O75140
42284	P01266
43403	Q01082
26505	P61201
18136	P14210
707	P30505
41802	Q5T4F4
61341	P14550
5746	O95229
52046	P45880
3563	P18583
10646	Q13098
16329	Q7Z5R6
46216	P30457
44507	P10319
6430	P60709
47005	P52565
38938	Q9NX08
23677	A6NJG2
14923	Q96L96
49066	Q14195
53834	P17948
37546	P06132
26784	P16157
54779	Q13155
57560	P16444
3089	P35221
55185	P63092
55449	P01023
18187	Q9NVA2
42120	Q9BUN8
48748	Q9H6A9
20109	Q9NZL6
4265	P13639
58299	P05186
523	Q9Y490
24191	Q9NS93
41972	P51452
48585	P21291
13618	Q99608
3501	Q9Y4F9
33325	Q71DI3
45179	Q13620
19267	O43933
50940	P69905
17527	Q9BQE3
8067	P50542
44552	P07195
13546	P31040
39491	P05107
29531	P55060
60114	Q9Y6R7
20604	Q8NF64
57883	O15533
59875	Q92187
14254	O94804
29030	P10909
10916	P09496
13556	Q6ZN55
53376	P02671
5524	Q13873
17309	Q8TD47
36517	Q6PJG6
42626	P08246
51818	P07101
36396	Q9NPB8
42636	Q9BY49
1172	P52306
297	Q9UMS4
10628	O00507
12004	Q96M94
55130	Q99519
20005	P49790
8085	P51659
62197	P23435
54107	P62244
9065	Q9Y5Z0
2805	P60709
48075	P24468
9227	Q9UP83
22873	P15924
46219	Q9UH65
1188	P29474
560	O95819
51355	P02748
39951	P56377
38821	P07988
29657	Q96LX8
17522	P24557
45674	P23396
29350	Q5VSL9
9450	Q709C8
45270	Q9NRX5
55670	P02751
6721	O14976
59594	P23381
61193	P25787
50480	P05787
29657	O75820
13957	P19174
63073	P10412
54150	P07437
39342	P53708
12344	P57105
39930	P98082
61820	P22897
63023	Q14515
785	A2VDF0
60791	P01861
37136	Q01844
35481	P51532
60029	P20742
15213	Q9UIF8
16735	Q7Z2W4
50294	Q06055
35984	Q16696
59236	P06396
50552	P02647
15237	O95372
37929	Q8N9I5
24579	P18462
47304	A6NC98
57645	Q15365
25799	Q9Y376
74	Q01995
11873	Q16678
19238	Q6R327
13669	P27816
36679	Q9Y6Q9
32138	P35558
36333	Q14671
29708	Q9Y266
11512	P40939
43697	Q13283
50278	Q02878
8902	Q15038
59305	Q14108
44436	Q15811
21968	P50453
2087	P17676
22738	Q5VWQ0
17912	Q8N138
45829	Q13233
62316	Q95604
33964	Q6NUK4
22757	Q9UH99
31468	Q8IX03
17171	Q96GM5
34044	Q96QE3
37337	Q9HCD5
25538	Q9UGB7
52295	P05496
11266	Q8WY64
48855	P01780
17949	P01266
25145	P26641
52439	Q8IV08
56123	P0C0L5
47437	Q92545
56650	P05023
7318	P02679
58941	P02766
2585	O60814
28098	Q8TER5
15154	Q9ULT8
49087	O95967
58249	O75629
56035	P0C0L4
32997	Q99707
19712	P61978
29987	O60934
39802	Q9NRK6
5398	P00325
54032	P05141
43791	Q9P1U0
3743	Q9UPZ3
10677	Q9GZY6
9290	Q8N752
6315	Q15404
34127	A8MW92
749	P17661
43269	P20290
9374	Q8N8U2
5353	Q16851
13345	Q96HC4
13043	Q13619
20708	Q7Z5L9
60545	Q86WU2
16913	P01033
37940	Q9P0K7
48598	P04114
17692	Q6PP77
43011	O00476
27361	Q9ULT8
53849	Q9P2R7
36968	Q8NF91
59956	Q9Y281
59684	P06396
48262	Q9UHY7
23922	Q6ZS30
14427	P49720
53011	P31327
2335	A5A3E0
57395	Q5VTE0
39364	P08670
8315	Q96EB6
10323	Q96AE4
25869	Q9UN86
30181	P22352
48881	P22695
49988	P16284
28292	Q96PY5
17192	Q13748
17193	Q9NQZ2
4386	Q709C8
55979	P54760
54015	P36537
62651	P04114
53302	Q8IV08
62246	P31785
6588	P17024
10138	Q99576
32268	Q9P2B7
48986	P30447
18797	P05093
56719	P0C0L4
12641	Q16777
17062	P41218
6259	P02042
29657	Q96SE7
59985	P62491
28991	Q5VIR6
53749	Q9Y5E8
4084	Q9UBP4
42035	O00505
51060	Q9GZQ8
32708	A2VDJ0
47765	P09525
59944	Q13571
9268	Q92841
63215	Q12913
47176	Q9BTW9
41808	Q92613
57899	P54727
24343	Q8N8R7
41871	O60701
17452	Q13885
59307	Q13043
12497	Q9H222
37981	Q8IZH2
51331	P24043
7598	Q96SZ4
25196	A5A3E0
38849	Q96K21
8508	Q8NA42
47271	P68871
32195	P28715
27499	P04040
41431	Q9UGM3
38660	P46439
45832	Q8TEQ6
44161	P06748
17971	P42167
37385	P01031
20449	P30518
37041	Q8WTT2
48428	P30450
24642	Q6PKG0
8128	Q92565
46880	P10321
57790	P42785
40506	Q63HN8
47357	Q7KZ85
25639	Q9NSA0
42734	Q15080
5492	P60660
62739	P11142
5836	P07814
4281	O95807
7545	P30499
8936	Q15561
44899	Q9H9S3
12265	Q9BTV4
63552	Q29718
54848	Q92522
63416	Q7RTV2
10384	Q75LS8
61440	P22234
39884	P12270
14420	Q14320
32403	Q5T6S3
36773	P48960
63793	P30485
1415	P16152
21271	P01893
63912	P62280
15292	P15924
14915	O96005
26750	Q5SW79
2753	Q16585
16297	P52895
47016	Q9Y3B2
28925	P15289
63967	P02730
39899	P31946
25012	Q9UDY2
1372	Q9ULT8
53855	O75976
24789	Q7Z3K3
23605	Q5SVZ6
61181	P16671
5163	E0CX11
4494	Q9BRR8
48267	Q8TEV9
24950	P34820
36046	P18621
48857	P01764
24961	Q15063
2072	Q8WXG6
54767	P30520
52947	P05556
44414	Q86UP6
26023	P08047
27378	P02671
62969	Q9BWS9
22988	O95274
726	Q9H2E6
2698	Q8TAS1
44693	Q9GZM3
54873	P00736
10027	P10619
63116	P58401
39586	P22830
14968	Q69YN4
18461	Q86TG7
8508	Q6ZSS3
4110	Q16236
1981	P04114
8351	P22695
27633	Q9P2Q2
18156	Q96MM6
63308	P37173
56723	P10253
48268	Q68BL8
41848	P30510
53935	P19021
39818	Q5JWR5
28915	Q15428
7604	Q99460
41354	Q5BJD5
23395	Q02978
37275	P30273
6117	P54136
12504	P12111
25442	Q8TB52
61892	P40925
24581	P30461
10376	Q86VB7
60234	Q8WV15
59983	Q8N573
16840	Q86WG5
63546	Q5KU26
39443	O15020
9825	P30512
8527	Q9NPA8
15363	O60502
11862	Q13418
3148	P68032
53369	P04114
36763	Q6PEY2
49281	P00739
28609	P43250
47479	Q16531
15637	P40425
6029	P49327
63099	P59666
52111	P04233
663	A5YKK6
5408	P61601
39284	P09936
48712	A0A1B0GUS4
40714	Q12965
25188	Q96IX5
